Empresa;Tipo;Servico;ID_Prestador;Nr_nf;Ds_Obs_Cmc;Vl_Solicitacao_Total;Solicitação;Pedido;Ds_Compra;Prioridade;Data;Data_Prev;Natureza da Solicitacao;Usuario;Situacao
1;;;;1994227.0;SEGUIR COMPRA CONFORME DESCRICAO ENVIADA POR EMAIL / MATERIAIS PARA EESTOQUE E REPAROS NO BELA CINTRA E NA FABRICA;3855.25;10846;26867.0;PENDENTE;ALTA;10/04/2025;17/04/2025;COMPRA;1856;APROVADA
30;;;;437127.0;BANQUETA PARA O MATARAZZO;582.33;10857;26855.0;PENDENTE;ALTA;10/04/2025;30/04/2025;COMPRA;1856;APROVADA
1;;;;1186993.0;MATERIAIS PARA MANUTENCAO;1191.43;10858;26861.0;PENDENTE;ALTA;10/04/2025;17/04/2025;COMPRA;1856;APROVADA
1;;;;;NF 82449 - PAGAMENTO PARA 25/04 / REFERENTE AS HORAS EXTRAS DO SERVICO DE SEGURANCA DA FABRICA;5885.83;10861;26823.0;REALIZADA;NORMAL;10/04/2025;11/04/2025;SERVICO/PRODUTO;1856;APROVADA
11;;;;;NF 237 - PAGAMENTO 25/04 / REFERENTE A MANUTENCAO PREVENTIVA DAS MAQUINAS DE COSTURA DE RIBEIRAO;444.0;10867;26825.0;REALIZADA;NORMAL;10/04/2025;11/04/2025;SERVICO/PRODUTO;1856;APROVADA
1;;;;2641.0;NF 2641 - PAGAMENTO PARA 20/04 / MNAUTENCAO NOS BEBEDOUROS DA FABRICA;3480.0;10868;26826.0;REALIZADA;NORMAL;10/04/2025;11/04/2025;SERVICO/PRODUTO;1856;APROVADA
841;;;;2645.0;NF 2645 - PAGAMENTO PARA 25/04 / MANUTENCAO PREVENTIVA DO BEBEDOURO DO BELA CINTRA;320.0;10869;26827.0;REALIZADA;NORMAL;10/04/2025;11/04/2025;SERVICO/PRODUTO;1856;APROVADA
30;;;;2644.0;NF 2644 - VENCIMENTO 25/04 / MANUTENCAO DOS BEBDOUROS DA LOJA;640.0;10870;26828.0;REALIZADA;NORMAL;10/04/2025;11/04/2025;SERVICO/PRODUTO;1856;APROVADA
19;CORRETIVO;MANUTENCAO;COSTA PROJETOS E CONSTRUCOES;;NF 43 - VENCIMENTO 24/04 / SERVICO REFERENTE A VISITA EMERGENCIAL E SUBSTITUICAO DE LAMPADAS;500.0;10880;26852.0;REALIZADA;NORMAL;11/04/2025;14/04/2025;SERVICO/PRODUTO;1858;APROVADA
1;AQUISI��O ;;;172.0;COMPRA DE MATERIAL, LANTERNA LED COB;170.91;10884;26914.0;PENDENTE;NORMAL;11/04/2025;24/04/2025;COMPRA;1858;APROVADA
1;PREVENTIVO;MANUTENCAO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 3191 - VENCIMENTO 24/04 / SERVICO REFERENTE A MAO DE OBRA TROCA DO COMPRESSOR DA MAQUINA 211;950.0;10891;26886.0;REALIZADA;NORMAL;11/04/2025;15/04/2025;SERVICO/PRODUTO;1858;APROVADA
1;PREVENTIVO;MATERIAIS;BRASCON REFRIGERA��O E AR CONDICIONADO ;822.0;NF 822 - VENCIMENTO 24/04 / PRODUTO: COMPRESSOR PARA A TROCA DA MAQUINA 211, 2 ANDAR ALFAIATARIA;3364.2;10892;26887.0;REALIZADA;NORMAL;11/04/2025;15/04/2025;SERVICO/PRODUTO;1858;ATENDIDA
8;PREVENTIVO;INSTALACAO;ADESIVOTECA ADESIVOS DECORATIVOS E AUTOMOTIVOS LTDA;226.0;NF 226 - VENCIMENTO 25/04 / PRODUTO: ADESIVO PARA FRIGOBAR COM INSTALACAO;670.0;10893;26890.0;REALIZADA;NORMAL;11/04/2025;15/04/2025;SERVICO/PRODUTO;1858;APROVADA
1;CORRETIVO;INSTALACAO;NICOLAS GERONIMO DA SILVA ;;NF 101 - VENCIMENTO 28/04 / SERVICO REFERENTE A INSTALACAO ELETRICA PARA MAQUINARIO;7011.0;10900;26889.0;REALIZADA;NORMAL;14/04/2025;15/04/2025;SERVICO/PRODUTO;1858;APROVADA
1;PREVENTIVO;CA�AMBAS;1A FORMIGA COLETA E GERENCIAMENTO;;NF 14060 - VENCIMENTO 21/04 / SERVICO REFERENTE A LOCACAO DE CACAMBA PARA REMOCAO DE ENTULHO;450.0;10901;26888.0;REALIZADA;NORMAL;14/04/2025;15/04/2025;SERVICO/PRODUTO;1858;APROVADA
25;;;;543.0;NF 543 - PAGAMENTO PARA 25/04 / SERVICO DE JARDINAGEM - CASO DO JARDIM;754.2;10911;26891.0;REALIZADA;NORMAL;14/04/2025;15/04/2025;SERVICO/PRODUTO;1856;APROVADA
1;;;;249646.0;REFERENTE A OBRA DO TELHADO;3785.44;10925;26935.0;PENDENTE;ALTA;15/04/2025;24/04/2025;COMPRA;1856;APROVADA
25;;;;;NF 2025/13 / REFERENTE A ELABORACAO DA PMOC E ART;900.0;10928;26929.0;REALIZADA;NORMAL;15/04/2025;16/04/2025;SERVICO/PRODUTO;1856;APROVADA
27;;;;;NF 2025/14 / ELABORACAO DA PMOC E ART;500.0;10929;26930.0;REALIZADA;NORMAL;15/04/2025;16/04/2025;SERVICO/PRODUTO;1856;APROVADA
821;OBRA;FORRO;;21902.0;FORNECIMENTO E INSTALACAO DO FORRO TENCIONADO / PARTICULAR OD RICARDO / REF NF 21902;150000.0;10942;26976.0;REALIZADA;NORMAL;17/04/2025;22/04/2025;SERVICO/PRODUTO;1856;ATENDIDA
8;PREVENTIVO;INSTALACAO;ELVIS JACINTO BARRETO;;NF 128 - VENCIMENTO 29/04 / SERVICO REFRENTE A TROCA DE LAMPADAS E FIXACAO DA ESCADA DO MEZANINO;1039.0;10943;26962.0;REALIZADA;NORMAL;16/04/2025;17/04/2025;SERVICO/PRODUTO;1858;APROVADA
10;PREVENTIVO;MANUTENCAO;JONAS FELIPE SOUZA SILVA;;NF 182 - VENCIMENTO 28/04 / SERVICO: ELETRICA ;844.0;10948;26961.0;REALIZADA;NORMAL;16/04/2025;17/04/2025;SERVICO/PRODUTO;1858;APROVADA
1;;;;897.0;NF 897 - / PORTA DE GIRO EM ALUMINIO LINHA - ZE ROBERTO;3000.0;10953;26959.0;REALIZADA;NORMAL;16/04/2025;17/04/2025;SERVICO/PRODUTO;1856;ATENDIDA
25;;;;546.0;NF 546 - PAGAMENTO PARA 28/04;765.0;10968;26958.0;REALIZADA;NORMAL;17/04/2025;17/04/2025;SERVICO/PRODUTO;1856;APROVADA
821;OBRA;LIMPEZA;RC LIMPEZA PROFISSIONAL LTDA;;NF 261 PAGAMENTO PARA 01/05 / REFERENTE A LIMPEZA REALIZADA NO APARTAMENTO - BRAVISSIMA.;1830.0;10971;26975.0;REALIZADA;NORMAL;17/04/2025;22/04/2025;SERVICO/PRODUTO;1856;APROVADA
842;OBRA;CONSULTORIA;G RUBIM GERENCIAMENTO E PLANEJAMENTO EMPRESARIAL LTDA;;NF 15 - PAGAMENTO PARA 02/04 / REFERENTE A ADMINITRACAO DA OBRA  DURANTE O MES DE ABRIL;10000.0;10974;26974.0;REALIZADA;NORMAL;10/04/2025;22/04/2025;SERVICO/PRODUTO;1856;APROVADA
842;OBRA;LOCA��O;ALUMAX COMERCIAL E LOCADORA DE MAQ E EQUIP. LTDA;;NF 44940 - VENCIMENTO 02/05 / LOCACAO DE CARRINHO PARA TRANSPORTE DE MATERIAS;350.0;10980;26973.0;REALIZADA;NORMAL;10/04/2025;22/04/2025;SERVICO/PRODUTO;1856;APROVADA
842;OBRA;PINTURA;HOF SERVI�OS;;NF 51 - PAGAMENTO PARA 02/05 / REFERENTE A PINTURA DO MEZANINO DA OBRA PHG;5000.0;10981;26971.0;REALIZADA;NORMAL;10/04/2025;22/04/2025;SERVICO/PRODUTO;1856;APROVADA
842;OBRA;SPK;EFFORT SOLUTION LTDA;;NF 74 - PAGAMENTO 02/04 / REFERENTE AO SPK DA OBRA PHG;4800.0;10982;26972.0;REALIZADA;NORMAL;10/04/2025;22/04/2025;SERVICO/PRODUTO;1856;APROVADA
842;OBRA;SERRALHERIA;GILMAR BARBOSA SERVI�OS ;;NF 494 - PAGAMENTO 29/04 / SERVICO DE SERRALHERIA DO PHG;19500.0;10983;26997.0;REALIZADA;NORMAL;10/04/2025;24/04/2025;SERVICO/PRODUTO;1856;APROVADA
842;OBRA;ELETRICA;DAVID DA SILVA OLIVEIRA;374.0;NF 374 - PAGAMENTO PARA 02/04 / QUADRO ELETRICO DO PHG;14000.0;10984;26998.0;REALIZADA;NORMAL;10/04/2025;24/04/2025;SERVICO/PRODUTO;1856;ATENDIDA
842;OBRA;AR CONDICIONADO;JET-AR INSTALACCOES LTDA;;NF 27 - PAGAMENTO 02/05 / REFERENTE AO AR CONDICIONADO DO PHG;15000.0;10991;27021.0;REALIZADA;NORMAL;10/04/2025;24/04/2025;SERVICO/PRODUTO;1856;APROVADA
842;OBRA;COLETA DE LIXO;JOSE RUFINO FILHO;;NF 112 - PAGAMENTO PARA 02/05 / REMOCAO DE ENTULHO DO PHG;3000.0;10992;26999.0;REALIZADA;NORMAL;10/04/2025;24/04/2025;SERVICO/PRODUTO;1856;APROVADA
842;OBRA;CONSULTORIA;SHMV SERVI�OS E CONSTRUCOES LTDA;;NF 1044 - PAGAMENTO PARA 02/05 / REFERENTE AO ACOMPANHAMENTO DA COSNTRUTORA DA OBRA DO PHG;15000.0;10997;27000.0;REALIZADA;NORMAL;10/04/2025;24/04/2025;SERVICO/PRODUTO;1856;APROVADA
842;OBRA;AR CONDICIONADO;GUILHERME HENRIQUE DE ASSIS FERREIRA;614.0;NF 614 - PAGAMENTO PARA 02/05 / REFERENTE A INSTALACAO MECANICA DO AR CONDICIONADO;15000.0;11000;27001.0;REALIZADA;NORMAL;22/04/2025;24/04/2025;SERVICO/PRODUTO;1856;ATENDIDA
842;OBRA;MATERIAIS;ATLANTA ;648226.0;NF 648226 - PAGAMENTO PARA  02/05 / MATERIAIS OBRA PHG - EMPRESA ATLANTA;114.5;11002;27003.0;REALIZADA;NORMAL;22/04/2025;24/04/2025;SERVICO/PRODUTO;1856;APROVADA
842;OBRA;MATERIAIS;ATLANTA ;646300.0; / MATERIAIS OBRA PHG;338.26;11005;27002.0;REALIZADA;NORMAL;22/04/2025;24/04/2025;SERVICO/PRODUTO;1856;APROVADA
821;OBRA;MATERIAIS;ILHAS TINTAS LTDA;66114.0;NF66.114 - PAGAMENTO PARA 02/05 / ILHAS TINTA BRAVISSIMA;516.62;11006;27006.0;REALIZADA;NORMAL;22/04/2025;24/04/2025;SERVICO/PRODUTO;1856;APROVADA
1;;;;1875969.0;;513.0;11007;27055.0;PENDENTE;NORMAL;23/04/2025;29/04/2025;COMPRA;1856;APROVADA
1;;;;490238.0;;4117.26;11008;27054.0;PENDENTE;ALTA;23/04/2025;23/05/2025;COMPRA;1856;APROVADA
8;PREVENTIVO;MANUTENCAO;ELVIS JACINTO BARRETO;;NF 132 - VENCIMENTO 06/05 / SERVICO: TROCA DE 18 LAMPADAS AMARELAS POR BRANCAS COM SEUS RESPECTIVOS BOCAIS. / M.O: 900,00 - LAMPADAS : 1.620,00 - BOCAIS: 360,00.;2880.0;11012;27004.0;REALIZADA;NORMAL;23/04/2025;24/04/2025;SERVICO/PRODUTO;1858;APROVADA
19;;;;60697.0;;584.25;11013;27051.0;PENDENTE;ALTA;23/04/2025;28/04/2025;COMPRA;1856;APROVADA
13;PREVENTIVO;INSTALACAO;MASTER DSIGN VISUAL LTDA;;NF 361 - VENCIMENTO 05/05 / SERVICO: ENVELOPAMENTO DE UMA PARTE INTERNA DE UM ARMARIO / (PARTE ONDE FICA O FRIGOBAR);350.0;11015;27005.0;REALIZADA;NORMAL;23/04/2025;24/04/2025;SERVICO/PRODUTO;1858;APROVADA
8;;;;;NF 121 - PAGAMENTO PARA 05/05 / INSTALACAO DE ACRILICO DA ESCADA;705.0;11031;27029.0;REALIZADA;NORMAL;24/04/2025;25/04/2025;SERVICO/PRODUTO;1856;APROVADA
10;;;;;;78.66;11033;;PENDENTE;NORMAL;24/04/2025;;COMPRA;1856;APROVADA
821;OBRA;INSTALA��O ;CLAMOM INDUSTRIA DE MOVEIS LTDA;;NF 1440 - PAGAMENTO 02/05 / GASTOS COM MARCENARIA (EMPRESA CLAMOM) / OBRA BRAVISSIMA;116203.88;11046;27041.0;REALIZADA;NORMAL;24/04/2025;25/04/2025;SERVICO/PRODUTO;1856;APROVADA
842;OBRA;FACHADA ;ATENUA SOM;;NF 8187 - PAGAMENTO 05/05 / 3  PARCELA DA FACHADA DO PHG (ATENUA SOM);170720.0;11054;27119.0;REALIZADA;NORMAL;24/04/2025;30/04/2025;SERVICO/PRODUTO;1856;APROVADA
18;PREVENTIVO;INSTALACAO;MONTE BERICO REFRIGERACAO LTDA;;NF 1195 - VENCIMENTO 09/05 / SERVICO: COFRE;1130.0;11055;27039.0;REALIZADA;NORMAL;25/04/2025;25/04/2025;SERVICO/PRODUTO;1858;APROVADA
1;;;;4546.0;SONEX PARA MANUTENCAO DO SHOWROOM;5538.0;11060;27092.0;PENDENTE;ALTA;25/04/2025;14/05/2025;COMPRA;1856;APROVADA
9;PREVENTIVO;INSTALACAO;MARCO AURELIO DA SILVA;;;2100.0;11063;27065.0;REALIZADA;NORMAL;25/04/2025;29/04/2025;SERVICO/PRODUTO;1858;APROVADA
18;PREVENTIVO;MANUTENCAO;MONTE BERICO REFRIGERACAO LTDA;;NF 1196 - VENCIMENTO 15/05 / SERVICO: MARCENARIA;6652.8;11071;27058.0;REALIZADA;NORMAL;25/04/2025;28/04/2025;SERVICO/PRODUTO;1858;APROVADA
13;PREVENTIVO;INSTALACAO;CARLOS ANDRE FERREIRA DA SILVA;;NF 37 - VENCIMENTO 09/05 / SERVICO: TROCA DE 2 LAMPADAS / INSTALACAO DIRETA SEM TOMADA, FOI COLOCADO CONECTOR MACHO E FEMEA;600.0;11082;27068.0;REALIZADA;NORMAL;28/04/2025;29/04/2025;SERVICO/PRODUTO;1858;APROVADA
1;;;;461740.0;COMPRA DE LIXADEIRA - EQUIPE MANUTENCAO;459.0;11092;27238.0;PENDENTE;NORMAL;28/04/2025;11/05/2025;COMPRA;1856;APROVADA
842;OBRA;MATERIAIS;ATLANTA ;646665.0;NF 646665 - PAGAMENTO 05/05 / MATERIAIS PARA A 0BRA PHG - EMPRESA ATLATA;87.47;11093;27070.0;REALIZADA;NORMAL;25/04/2025;29/04/2025;SERVICO/PRODUTO;1856;APROVADA
842;OBRA;MATERIAIS;ATLANTA ;645752.0;NF 645752 - PAGAMENTO 05/05 / MATERIAIS PARA A OBRA DO PHG - EMPRESA ATLANTA;107.66;11094;27069.0;REALIZADA;NORMAL;25/04/2025;29/04/2025;SERVICO/PRODUTO;1856;APROVADA
1;;;;;NF 1492 - PAGAMENTO PARA 09/05 / VIDRO DA GUARITA - SANDOVAL;3227.0;11097;27064.0;REALIZADA;NORMAL;28/04/2025;29/04/2025;SERVICO/PRODUTO;1856;APROVADA
841;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 3190 - VENCIMENTO 09/05 / SERVICO: REFORMA GERAL DO QUADRO ELETRICO DE COMANDO DO EQUIPAMENTO DE / AR-CONDICIONADO E TROCA DO COMPRESSOR;6050.0;11101;27067.0;REALIZADA;NORMAL;28/04/2025;29/04/2025;SERVICO/PRODUTO;1858;APROVADA
9;CORRETIVO;MANUTENCAO;JANNA DELLU EQUIPAMENTOS LTDA;;NF 380 - VENCIMENTO 19/05 / SERVICO: MANUTENCAO EM ENCERADEIRA INDUSTRIAL DEEP CLEAN 350MM;326.0;11104;27066.0;REALIZADA;NORMAL;28/04/2025;29/04/2025;SERVICO/PRODUTO;1858;APROVADA
1;OBRA;MATERIAIS;AEROTINTAS COMERCIAL LTDA;55000.0;NF 55000 - VENCIMENTO 26/05 / MATERIAS REFERENTE PARA PINTURA DA GUARITA;2082.0;11111;27096.0;REALIZADA;NORMAL;28/04/2025;29/04/2025;SERVICO/PRODUTO;1858;APROVADA
1;;;;;NF 227 - PAGAMENTO PARA  13/05 / CONSERTO DA TV 49 POLEGADAS;950.0;11118;27097.0;REALIZADA;NORMAL;29/04/2025;29/04/2025;SERVICO/PRODUTO;1856;APROVADA
10;;;;1107.0;NF 1107 - VENCIMENTO 24/05 / RECARGA DOS EXTINTORES DE RECIFE;975.0;11119;27104.0;REALIZADA;NORMAL;29/04/2025;29/04/2025;SERVICO/PRODUTO;1856;APROVADA
605;;;;46927.0;COMPRA DE CANTONEIRA EM EVA - IGUATEMI SP;317.84;11120;27110.0;PENDENTE;NORMAL;29/04/2025;02/05/2025;COMPRA;1856;APROVADA
1;AQUISI��O ;MATERIAIS;GL COMERCIO DE MATERIAS ;6596.0;NF 6596 - VENCIMENTO 09/05 / MATERIAIS PARA MANUTENCAO;1572.73;11121;27094.0;REALIZADA;NORMAL;29/04/2025;29/04/2025;SERVICO/PRODUTO;1858;APROVADA
25;CORRETIVO;MATERIAIS;CENTER CLEAN MAQUINAS E SERVI�OS EIRELI ;21793.0;NF 21793 - VENCIMENTO 12/05 / PRODUTO: CONSERTO DO GATILHO DA JATEADORA;715.9;11123;27100.0;REALIZADA;NORMAL;29/04/2025;29/04/2025;SERVICO/PRODUTO;1858;APROVADA
5;;;;;NF 6400 - PAGAMENTO 13/05 / RECARGA DE EXTINTORES DO OUTLET;90.0;11128;27103.0;REALIZADA;NORMAL;29/04/2025;29/04/2025;SERVICO/PRODUTO;1856;APROVADA
8;PREVENTIVO;INSTALACAO;ADESIVOTECA ADESIVOS DECORATIVOS E AUTOMOTIVOS LTDA;230.0;NF 230 - VENCIMENTO 09/05 / PRODUTO/SERVICO: ADESIVO COM INSTALACAO PARA O FRIGOBAR.;330.0;11133;27102.0;REALIZADA;NORMAL;29/04/2025;29/04/2025;SERVICO/PRODUTO;1858;APROVADA
1;;;;41602.0;COMPRA DE MATERIAIS - ESCOVINHA PARA VIDRO E CONDUITE;627.27;11134;27197.0;PENDENTE;ALTA;29/04/2025;05/05/2025;COMPRA;1856;APROVADA
25;CORRETIVO;MATERIAIS;CENTER CLEAN MAQUINAS E SERVI�OS EIRELI ;21792.0;NF 21792 - VENCIMENTO 12/05 / PRODUTO: CONSERTO DO GATILHO DA JATEADORA;715.9;11136;27101.0;REALIZADA;NORMAL;29/04/2025;29/04/2025;SERVICO/PRODUTO;1858;APROVADA
607;;;;;NF 91 - PAGAMENTO 13/05 / SERVICO DE CONSERVCAO DO MOVEL;820.0;11137;27099.0;REALIZADA;NORMAL;29/04/2025;29/04/2025;SERVICO/PRODUTO;1856;APROVADA
1;;;;;NF 92 - PAGAMENTO 13/05 /  REFERENTE A INSTALACAO DE PELICULA NO MOVEL DA PORTARIA.;670.0;11138;27105.0;REALIZADA;NORMAL;29/04/2025;29/04/2025;SERVICO/PRODUTO;1856;APROVADA
1;;;;690175.0;;1800.0;11151;27109.0;PENDENTE;ALTA;29/04/2025;29/04/2025;COMPRA;1856;APROVADA
11;CORRETIVO;AR CONDICIONADO;3D AR CONDICIONADO COMERCIO DE ELETRODOMESTICOS LTDA;5381.0;NF 5381 - VENCIMENTO 14/05 / PRODUTO: CORREIA PARA O AR-CONDICIONADO;285.0;11156;27195.0;REALIZADA;NORMAL;30/04/2025;05/05/2025;SERVICO/PRODUTO;1858;APROVADA
1;AQUISI��O ;CORTINA;WILLER-KAR COMERCIO E DECORACOES LTDA;973697.0;NF 973697 / PRODUTO: CORTINA PARA O MATARAZZO;2616.0;11162;27193.0;REALIZADA;NORMAL;30/04/2025;05/05/2025;SERVICO/PRODUTO;1858;APROVADA
25;;;;;BALCAO DE VALET P/ ESTACIONAMENTO - LOJA BELVEDERE;3890.0;11164;;PENDENTE;ALTA;30/04/2025;;COMPRA;1856;ATENDIDA
841;;;;;NF 22 - VENCIMENTO 07/05 / SERVICO: APLICACAO DE REVESTIMENTO DE PILSO FULGET NA CALCADA BELA CINTRA;16000.0;11171;27194.0;REALIZADA;NORMAL;30/04/2025;05/05/2025;SERVICO/PRODUTO;1858;APROVADA
842;OBRA;MARCENARIA;MAD ART EM MOVEIS LTDA;62.0;NF 62 - ESTRUTURA P/ VITRINE - AONA;64740.0;11173;27185.0;REALIZADA;NORMAL;30/04/2025;05/05/2025;SERVICO/PRODUTO;1856;ATENDIDA
842;OBRA;ELETRICA;LEDWAVE;;CONTRATO LED WAVE / PAINEL DE LED HIGIENOPOLIS;106871.96;11174;27574.0;PENDENTE;NORMAL;30/04/2025;20/05/2025;COMPRA;1856;APROVADA
13;PREVENTIVO;INSTALACAO;CARLOS ANDRE FERREIRA DA SILVA;;NF 38 - VENCIMENTO 16/05 / SERVICO: ALUGUEL DE UMA ESCADA E TROCA DE DUAS LAMPADAS.;680.0;11185;27175.0;REALIZADA;NORMAL;02/05/2025;05/05/2025;SERVICO/PRODUTO;1858;APROVADA
1;;;;11524375.0;COMPRA DE DISCO PARA CORTAR VIDRO;97.5;11206;27235.0;PENDENTE;ALTA;02/05/2025;06/05/2025;COMPRA;1856;APROVADA
842;OBRA;GRAFICA;TWO DESIGN DE INTERIORES & ARQUITETURA LTDA;;NF 960 - PAGAMENTO 09/05 / REVISAO DE IMAGENS EM 3D - OBRA PHG;2100.0;11208;27186.0;REALIZADA;NORMAL;02/05/2025;05/05/2025;SERVICO/PRODUTO;1856;APROVADA
25;PREVENTIVO;VIGILANCIA;MALTA ADMINISTRACAO, CONSERVACAO, LIMPEZA LTDA;;NF 2025/282 - VENCIMENTO 15/05 / SERVICO: VIGILANCIA REFERENTE AS HORAS EXTRAS AO MES 04/2025;288.61;11209;27174.0;REALIZADA;NORMAL;02/05/2025;05/05/2025;SERVICO/PRODUTO;1858;APROVADA
9;PREVENTIVO;INSTALACAO;MARCO AURELIO DA SILVA;;NF 79 - VENCIMENTO 16/05 / SERVICO: ELETRICA;220.0;11213;27204.0;REALIZADA;NORMAL;05/05/2025;05/05/2025;SERVICO/PRODUTO;1858;APROVADA
1;CORRETIVO;MANUTENCAO;ANDERSON PEREIRA DA SILVA;;NF 514 - VENCIMENTO 20/05 / SERVICO: ELETRICA;1300.0;11214;27203.0;REALIZADA;NORMAL;05/05/2025;05/05/2025;SERVICO/PRODUTO;1858;APROVADA
821;OBRA;CONSULTORIA;FERNANDO FELIPE RODRIGUES JUNIOR ;;NF 41-E - VENCIMENTO 15/05 / SERVICO: ASSISTENCIA DA OBRA DO PERIODO 11/04 - 10/05, BRAVISSIMA;6000.0;11222;27256.0;REALIZADA;NORMAL;05/05/2025;15/05/2025;SERVICO/PRODUTO;1858;APROVADA
10;AQUISI��O ;;;;COMPRA DE 36 BINS PARA LOJA EM RECIFE;1982.52;11236;;PENDENTE;NORMAL;05/05/2025;;COMPRA;1858;APROVADA
10;;;;5468.0;COMPRA DE UM ARMARIO PARA ARQUIVO DE DOCUMENTO;941.9;11244;27405.0;PENDENTE;NORMAL;06/05/2025;19/05/2025;COMPRA;1856;ATENDIDA
842;OBRA;MATERIAIS;E.M. GESSO E COM. DE MATERIAIS P/ CONST. EM GERAL LTDA;1457.0;NF 1457 - VENCIMENTO 16/05 / MATERIAIS PARA SERVICO DE GESSO, OBRA HIGIENOPOLIS.;25000.0;11249;27255.0;REALIZADA;NORMAL;05/05/2025;07/05/2025;SERVICO/PRODUTO;1858;ATENDIDA
1;;;;23724.0;RODINHAS PARA GUARITA;380.0;11256;27288.0;PENDENTE;NORMAL;06/05/2025;09/05/2025;COMPRA;1856;APROVADA
1;;;;;NF 18 - PAGAMENTO 19/05 / ADEQUACAO DO REGISTRO DE AGUA - OBRA GUARITA;2000.0;11257;27251.0;REALIZADA;NORMAL;06/05/2025;07/05/2025;SERVICO/PRODUTO;1856;APROVADA
10;;;;;NF 13 - PAGAMENTO PARA 21/05 / HIGIENIZACAO DOS TAPETES DE RECIFE;1300.2;11264;27253.0;REALIZADA;NORMAL;07/05/2025;07/05/2025;SERVICO/PRODUTO;1856;APROVADA
19;;;;;NF 100 - PAGAMENTO 21/05 / TROCA DO VIDRO QUE ESTAVA DANIIFICADO - SALVADOR;430.0;11265;27252.0;REALIZADA;NORMAL;07/05/2025;07/05/2025;SERVICO/PRODUTO;1856;APROVADA
1;OBRA;INSTALACAO;LIRIAN ISABEL PIRES;;NF 171 - VENCIMENTO 21/05 / SERVICO: COLOCACAO DE PLACA DE GESSO NA GUARITA DA FABRICA;1380.0;11270;27284.0;REALIZADA;NORMAL;07/05/2025;08/05/2025;SERVICO/PRODUTO;1858;APROVADA
1;;;;;NF 46 - PAGAMENTO 21/05 / MANUTENCAO E COLOCACAO DE REFORCO NAS PORTAS DE CORRER (SHOWROOM);1200.0;11272;27285.0;REALIZADA;NORMAL;07/05/2025;08/05/2025;SERVICO/PRODUTO;1856;APROVADA
10;AQUISI��O ;;;2.0;COMPRA: 8 ESTANTES COM 5 PRATELEIRAS - MODELO L3 / PARA RECIFE RIOMAR;5135.63;11274;27357.0;PENDENTE;NORMAL;07/05/2025;13/05/2025;COMPRA;1858;APROVADA
1;;;;270.0;NF 270 - PAGAMENTO EM 2X / AQUISICAO DA CENTRAL DE ALARME E AMPLIFICADOR DE SINAL;16354.0;11276;27322.0;REALIZADA;NORMAL;08/05/2025;12/05/2025;SERVICO/PRODUTO;1856;ATENDIDA
1;;;;;NF 806 - PAGAMENTO 26/05 / MANUTENCAO DOS AMPLIFICADORES DE SINAL - EMPRESA TERAFIRE;5785.52;11277;27319.0;REALIZADA;NORMAL;08/05/2025;12/05/2025;SERVICO/PRODUTO;1856;APROVADA
1;;;;975118.0;TECIDOS PARA O MKT;4570.47;11278;27337.0;REALIZADA;NORMAL;08/05/2025;12/05/2025;SERVICO/PRODUTO;1856;APROVADA
1;;;;;NF 1163 - PAGAMENTO 27/05 / INSTALACAO DE TRAVA MAGNETICA NO ELEVADOR DE CARGA;3588.0;11286;27324.0;REALIZADA;NORMAL;08/05/2025;27/05/2025;SERVICO/PRODUTO;1856;APROVADA
842;OBRA;MARCENARIA;VIECELLI MOVEIS S/A;;NF 29084 / REFERENTE A 2 PARCELA DO SERVICO DE  MARCENARIA DA OBRA PHG;597876.04;11303;;REALIZADA;NORMAL;08/05/2025;;SERVICO/PRODUTO;1856;APROVADA
842;OBRA;CIVIL;WILER-KAR COMERCIO E DECORACOES LTDA;946105.0;NF 946105 - A KAROL JA REALIZOU O PAGAMENTO VIA PIX / REFERENTE AO REVESTIMENTO ACUSTICO DA OBRA PHG;12510.24;11304;27335.0;REALIZADA;NORMAL;08/05/2025;12/05/2025;SERVICO/PRODUTO;1856;APROVADA
1;AQUISI��O ;;;54453402.0;COMPRA DE 4 CAMERAS PARA O MONITORAMENTO DE OBRAS.;1200.0;11305;27326.0;PENDENTE;NORMAL;09/05/2025;13/05/2025;COMPRA;1858;APROVADA
1;;;;961691.0;NF 961691 - PAGAMENTO REALIZADO VIA PIX / REFERENTE AO REVESTIMENTO DOS CUBOS DA VITRINE;9712.5;11306;27391.0;REALIZADA;NORMAL;09/05/2025;13/05/2025;SERVICO/PRODUTO;1856;APROVADA
842;OBRA;;MONT B COMERCIO DE PEDRAS EIRELLI ;651.0;NF 651 - PAGAMENTO 19/05 / REFERENTE A PRIMEIRA PARCELA DA COMPRA DAS PEDRAS DAS BANCADAS PHG;18000.0;11315;27336.0;REALIZADA;NORMAL;09/05/2025;12/05/2025;SERVICO/PRODUTO;1856;ATENDIDA
821;OBRA;MANUTEN��O;CONSTRUGIX;;NF 290/A1 - PAGAMENTO 22/05 / SERVICO PREDIAIS DA OBRA BRAVISSIMA;50000.0;11316;27340.0;REALIZADA;NORMAL;09/05/2025;12/05/2025;SERVICO/PRODUTO;1856;APROVADA
